account number;name;sku;quantity;unit price;ext price;date
239344;Stokes LLC;B1-33364;4;24.75;99;08.06.2014 3:06
642753;Pollich LLC;B1-53102;46;26.июл;1199.22;08.06.2014 19:33
163416;Purdy-Kunde;B1-65551;13;85.77;1115.01;09.06.2014 21:19
239344;Stokes LLC;S2-77896;30;60.48;1814.4;10.06.2014 17:49
688981;Keeling LLC;S1-27722;10;64.88;648.8;11.06.2014 3:39
688981;Keeling LLC;S1-82801;19;50.47;958.93;11.06.2014 3:52
527099;Sanford and Sons;B1-04202;-1;33.04;-33.04;11.06.2014 6:16
141962;Herman LLC;B1-33364;10;73.68;736.8;11.06.2014 8:07
740150;Barton LLC;S2-10342;40;69.95;2798;12.06.2014 2:26
307599;Kassulke, Ondricka and Metz;S2-34077;2;24.58;49.16;12.06.2014 2:53
786968;Frami, Hills and Schmidt;S1-27722;23;84.45;1942.35;12.06.2014 5:58
307599;Kassulke, Ondricka and Metz;S1-93683;48;43.66;2095.68;12.06.2014 18:23
239344;Stokes LLC;B1-33364;46;74.6;3431.6;12.06.2014 22:45
141962;Herman LLC;B1-50809;39;43.33;1689.87;13.06.2014 6:41
527099;Sanford and Sons;S1-30248;45;50.5;2272.5;13.06.2014 12:43
714466;Trantow-Barrows;S1-50961;40;74.82;2992.8;13.06.2014 23:40
688981;Keeling LLC;B1-53636;27;90.01;2430.27;14.06.2014 4:21
786968;Frami, Hills and Schmidt;S1-27722;43;87.6;3766.8;14.06.2014 11:14
688981;Keeling LLC;B1-04202;28;76.09;2130.52;14.06.2014 12:34
218895;Kulas Inc;S1-82801;44;81.58;3589.52;14.06.2014 16:33
412290;Jerde-Hilpert;S2-78676;3;27.33;81.99;14.06.2014 20:49
729833;Koepp Ltd;B1-86481;26;50.08;1302.08;14.06.2014 23:47
729833;Koepp Ltd;B1-53636;29;55.98;1623.42;15.06.2014 7:02
714466;Trantow-Barrows;S2-16558;22;60.79;1337.38;15.06.2014 12:57
383080;Will LLC;B1-53102;32;45.03;1440.96;15.06.2014 17:37
527099;Sanford and Sons;S1-65481;15;61.88;928.2;16.06.2014 8:30
729833;Koepp Ltd;S2-23246;24;69.77;1674.48;16.06.2014 11:31
257198;Cronin, Oberbrunner and Spencer;S2-10342;18;31.73;571.14;16.06.2014 20:12
239344;Stokes LLC;B1-53102;14;75.07;1050.98;17.06.2014 14:15
688981;Keeling LLC;S2-11481;9;окт.27;92.43;17.06.2014 18:02
383080;Will LLC;S1-06532;8;18.35;146.8;17.06.2014 18:52
163416;Purdy-Kunde;S2-23246;16;29.28;468.48;18.06.2014 6:38
239344;Stokes LLC;S1-65481;23;79.72;1833.56;18.06.2014 10:25
218895;Kulas Inc;S2-34077;43;53.59;2304.37;18.06.2014 21:27
141962;Herman LLC;S2-00301;13;30.58;397.54;19.06.2014 1:31
740150;Barton LLC;S2-77896;30;55.52;1665.6;19.06.2014 10:01
163416;Purdy-Kunde;S2-82423;41;47.7;1955.7;19.06.2014 11:44
146832;Kiehn-Spinka;B1-05914;21;37.86;795.06;19.06.2014 17:14
383080;Will LLC;S2-00301;-1;90.65;-90.65;20.06.2014 0:48
604255;Halvorson, Crona and Champlin;S2-16558;13;14.фев;182.26;20.06.2014 2:00
737550;Fritsch, Russel and Anderson;B1-65551;2;77.06;154.12;20.06.2014 5:30
239344;Stokes LLC;S2-78676;36;78.31;2819.16;20.06.2014 6:50
141962;Herman LLC;B1-53636;25;16.95;423.75;20.06.2014 7:11
218895;Kulas Inc;S1-93683;-1;72.21;-72.21;20.06.2014 8:43
218895;Kulas Inc;S2-83881;1;69.88;69.88;20.06.2014 19:43
239344;Stokes LLC;S2-83881;12;58.8;705.6;20.06.2014 22:17
672390;Kuhn-Gusikowski;S2-77896;10;50.41;504.1;20.06.2014 22:22
163416;Purdy-Kunde;B1-53636;12;26.49;317.88;21.06.2014 2:34
163416;Purdy-Kunde;B1-86481;30;63.24;1897.2;21.06.2014 7:44
141962;Herman LLC;B1-04202;19;27.35;519.65;21.06.2014 13:19
740150;Barton LLC;B1-33087;9;99.58;896.22;21.06.2014 13:46
714466;Trantow-Barrows;S2-82423;25;77.07;1926.75;21.06.2014 16:07
218895;Kulas Inc;B1-04202;39;18.28;712.92;21.06.2014 20:59
786968;Frami, Hills and Schmidt;S2-10342;41;40.22;1649.02;22.06.2014 0:50
146832;Kiehn-Spinka;S2-77896;30;99.27;2978.1;22.06.2014 14:34
604255;Halvorson, Crona and Champlin;B1-33087;22;51.71;1137.62;22.06.2014 18:08
642753;Pollich LLC;B1-53102;25;86.61;2165.25;22.06.2014 18:23
740150;Barton LLC;S2-77896;22;60.62;1333.64;22.06.2014 19:23
141962;Herman LLC;S2-78676;3;30.94;92.82;22.06.2014 22:23
688981;Keeling LLC;B1-05914;37;64.9;2401.3;23.06.2014 1:52
642753;Pollich LLC;B1-05914;37;13.68;506.16;23.06.2014 12:05
412290;Jerde-Hilpert;S1-30248;49;77.38;3791.62;23.06.2014 14:47
218895;Kulas Inc;B1-38851;-1;56.89;-56.89;24.06.2014 0:59
424914;White-Trantow;S1-82801;14;99.82;1397.48;24.06.2014 6:27
146832;Kiehn-Spinka;B1-65551;12;50.46;605.52;24.06.2014 19:58
239344;Stokes LLC;S2-34077;20;93.81;1876.2;24.06.2014 23:28
714466;Trantow-Barrows;S2-77896;2;20.88;41.76;25.06.2014 1:43
141962;Herman LLC;S2-78676;25;66.15;1653.75;25.06.2014 2:30
218895;Kulas Inc;B1-38851;8;68.53;548.24;25.06.2014 16:01
737550;Fritsch, Russel and Anderson;B1-86481;32;52.73;1687.36;26.06.2014 0:51
424914;White-Trantow;S1-30248;30;95.07;2852.1;26.06.2014 3:20
218895;Kulas Inc;B1-53102;3;89.91;269.73;26.06.2014 5:24
412290;Jerde-Hilpert;S2-11481;29;39.25;1138.25;26.06.2014 11:36
714466;Trantow-Barrows;B1-50809;37;46.11;1706.07;26.06.2014 17:05
412290;Jerde-Hilpert;B1-05914;45;81.78;3680.1;26.06.2014 18:27
239344;Stokes LLC;B1-04202;10;47.42;474.2;27.06.2014 3:12
642753;Pollich LLC;S2-16558;39;50.44;1967.16;27.06.2014 3:36
383080;Will LLC;S1-93683;37;дек.95;479.15;27.06.2014 4:31
786968;Frami, Hills and Schmidt;S2-82423;30;92.07;2762.1;27.06.2014 5:42
424914;White-Trantow;S2-10342;29;67.2;1948.8;27.06.2014 8:07
412290;Jerde-Hilpert;S2-10342;27;67.43;1820.61;27.06.2014 8:25
239344;Stokes LLC;B1-65551;4;22.мар;88.12;27.06.2014 8:44
737550;Fritsch, Russel and Anderson;B1-53636;41;92.53;3793.73;27.06.2014 14:59
424914;White-Trantow;S2-78676;39;69.82;2722.98;27.06.2014 23:33
383080;Will LLC;S2-00301;37;ноя.98;443.26;28.06.2014 14:05
527099;Sanford and Sons;S2-77896;40;97.18;3887.2;28.06.2014 18:55
424914;White-Trantow;S1-82801;48;64.17;3080.16;28.06.2014 18:55
146832;Kiehn-Spinka;S2-77896;45;42.06;1892.7;28.06.2014 19:14
163416;Purdy-Kunde;S2-83881;11;33.85;372.35;29.06.2014 9:34
672390;Kuhn-Gusikowski;S1-47412;4;60.66;242.64;29.06.2014 18:12
642753;Pollich LLC;S2-00301;44;56.89;2503.16;29.06.2014 18:31
729833;Koepp Ltd;S2-82423;14;53.99;755.86;30.06.2014 0:01
714466;Trantow-Barrows;S1-47412;12;20.96;251.52;30.06.2014 9:05
714466;Trantow-Barrows;B1-04202;32;26.44;846.08;30.06.2014 19:26
688981;Keeling LLC;S1-93683;13;70.71;919.23;30.06.2014 23:52
737550;Fritsch, Russel and Anderson;S1-65481;35;70.51;2467.85;01.07.2014 0:21
218895;Kulas Inc;S1-30248;9;16.56;149.04;01.07.2014 0:52
163416;Purdy-Kunde;S2-82423;44;68.27;3003.88;01.07.2014 8:15
672390;Kuhn-Gusikowski;B1-04202;48;99.39;4770.72;01.07.2014 11:12
642753;Pollich LLC;S2-23246;1;51.29;51.29;02.07.2014 4:02
412290;Jerde-Hilpert;S2-34077;45;72.95;3282.75;02.07.2014 5:33
714466;Trantow-Barrows;S1-93683;47;46;2162;03.07.2014 16:10
146832;Kiehn-Spinka;S1-27722;7;14.42;100.94;03.07.2014 23:24
672390;Kuhn-Gusikowski;S1-65481;44;64.99;2859.56;04.07.2014 1:35
672390;Kuhn-Gusikowski;S2-83881;29;99.85;2895.65;04.07.2014 9:20
257198;Cronin, Oberbrunner and Spencer;S2-16558;12;48.45;581.4;04.07.2014 11:49
737550;Fritsch, Russel and Anderson;S2-78676;37;37.61;1391.57;04.07.2014 14:00
146832;Kiehn-Spinka;B1-53636;33;50.77;1675.41;04.07.2014 17:04
527099;Sanford and Sons;B1-53102;16;30.74;491.84;04.07.2014 21:27
688981;Keeling LLC;B1-53102;45;41.19;1853.55;04.07.2014 21:42
424914;White-Trantow;S2-23246;27;37.65;1016.55;05.07.2014 5:13
688981;Keeling LLC;S1-47412;43;94.58;4066.94;05.07.2014 10:07
383080;Will LLC;B1-65551;41;59.61;2444.01;05.07.2014 19:51
786968;Frami, Hills and Schmidt;S2-34077;34;71.64;2435.76;05.07.2014 23:01
604255;Halvorson, Crona and Champlin;S1-50961;6;99.16;594.96;06.07.2014 1:03
714466;Trantow-Barrows;S2-77896;44;32.86;1445.84;06.07.2014 2:43
786968;Frami, Hills and Schmidt;B1-53102;21;73.01;1533.21;06.07.2014 8:22
527099;Sanford and Sons;B1-53102;15;86.74;1301.1;06.07.2014 9:27
714466;Trantow-Barrows;S2-83881;49;90.7;4444.3;06.07.2014 17:12
412290;Jerde-Hilpert;B1-53102;9;44.71;402.39;06.07.2014 23:09
383080;Will LLC;S1-27722;8;67.73;541.84;07.07.2014 4:07
688981;Keeling LLC;B1-33364;5;94.46;472.3;07.07.2014 19:30
412290;Jerde-Hilpert;S2-34077;13;17.74;230.62;07.07.2014 21:16
688981;Keeling LLC;S2-00301;8;19.32;154.56;07.07.2014 22:06
604255;Halvorson, Crona and Champlin;S2-83881;2;71.67;143.34;07.07.2014 22:40
737550;Fritsch, Russel and Anderson;B1-53636;33;22.авг;752.4;08.07.2014 9:36
307599;Kassulke, Ondricka and Metz;S2-16558;18;23.сен;430.2;08.07.2014 10:52
737550;Fritsch, Russel and Anderson;B1-05914;32;91.64;2932.48;08.07.2014 20:18
163416;Purdy-Kunde;S2-16558;13;25.53;331.89;08.07.2014 22:41
163416;Purdy-Kunde;S1-65481;31;75.47;2339.57;09.07.2014 4:04
786968;Frami, Hills and Schmidt;B1-86481;35;40.85;1429.75;09.07.2014 10:41
146832;Kiehn-Spinka;S2-11481;15;51.36;770.4;09.07.2014 17:32
729833;Koepp Ltd;B1-53102;8;18.июл;149.6;09.07.2014 17:58
218895;Kulas Inc;S1-27722;29;25.13;728.77;10.07.2014 5:05
257198;Cronin, Oberbrunner and Spencer;S2-82423;35;91.54;3203.9;10.07.2014 11:09
604255;Halvorson, Crona and Champlin;S1-50961;24;96.39;2313.36;10.07.2014 14:09
737550;Fritsch, Russel and Anderson;B1-04202;15;35.08;526.2;10.07.2014 17:17
239344;Stokes LLC;S2-83881;41;50.44;2068.04;10.07.2014 19:48
688981;Keeling LLC;S1-47412;38;45.3;1721.4;10.07.2014 20:06
307599;Kassulke, Ondricka and Metz;S2-82423;39;63.45;2474.55;10.07.2014 20:56
642753;Pollich LLC;S2-11481;16;90.92;1454.72;10.07.2014 22:20
642753;Pollich LLC;S2-34077;24;19.73;473.52;10.07.2014 23:17
714466;Trantow-Barrows;B1-65551;38;21.43;814.34;11.07.2014 5:17
786968;Frami, Hills and Schmidt;S1-06532;29;69.53;2016.37;11.07.2014 14:47
604255;Halvorson, Crona and Champlin;B1-53636;42;39.7;1667.4;11.07.2014 20:25
604255;Halvorson, Crona and Champlin;S1-50961;10;49.64;496.4;11.07.2014 23:50
672390;Kuhn-Gusikowski;B1-69924;13;19.мар;250.9;12.07.2014 7:26
740150;Barton LLC;S1-82801;34;30.39;1033.26;12.07.2014 12:01
218895;Kulas Inc;S1-30248;24;53.75;1290;12.07.2014 15:13
218895;Kulas Inc;S1-06532;46;15.33;705.18;12.07.2014 21:29
146832;Kiehn-Spinka;B1-53102;39;26.66;1039.74;12.07.2014 21:45
786968;Frami, Hills and Schmidt;B1-33087;28;14.авг;394.24;13.07.2014 4:02
527099;Sanford and Sons;S2-23246;7;57.62;403.34;13.07.2014 16:43
141962;Herman LLC;S1-82801;9;33.38;300.42;13.07.2014 21:26
642753;Pollich LLC;S1-93683;2;38.89;77.78;14.07.2014 0:13
714466;Trantow-Barrows;S2-78676;6;42.79;256.74;14.07.2014 1:49
642753;Pollich LLC;S1-30248;27;37.61;1015.47;14.07.2014 2:49
737550;Fritsch, Russel and Anderson;S2-10342;30;20.13;603.9;14.07.2014 14:36
383080;Will LLC;S2-78676;38;80.88;3073.44;14.07.2014 15:50
424914;White-Trantow;B1-05914;43;93.75;4031.25;15.07.2014 2:38
218895;Kulas Inc;B1-04202;1;38.85;38.85;15.07.2014 15:17
424914;White-Trantow;B1-04202;23;90.64;2084.72;15.07.2014 19:36
737550;Fritsch, Russel and Anderson;S2-78676;40;85.46;3418.4;16.07.2014 9:32
424914;White-Trantow;S1-06532;25;28.фев;700.5;16.07.2014 9:38
672390;Kuhn-Gusikowski;S1-30248;3;29.18;87.54;16.07.2014 12:17
257198;Cronin, Oberbrunner and Spencer;B1-05914;30;74.5;2235;16.07.2014 13:15
163416;Purdy-Kunde;B1-69924;37;84.44;3124.28;16.07.2014 14:29
412290;Jerde-Hilpert;B1-69924;30;81.37;2441.1;16.07.2014 18:32
383080;Will LLC;S1-27722;43;91.89;3951.27;16.07.2014 20:18
604255;Halvorson, Crona and Champlin;S1-93683;44;94.88;4174.72;17.07.2014 1:00
740150;Barton LLC;S1-06532;34;64.3;2186.2;17.07.2014 5:05
740150;Barton LLC;S1-06532;34;53.03;1803.02;17.07.2014 11:02
672390;Kuhn-Gusikowski;S2-78676;49;22.82;1118.18;17.07.2014 13:21
146832;Kiehn-Spinka;S2-77896;40;36.95;1478;17.07.2014 18:17
412290;Jerde-Hilpert;S2-77896;25;34.58;864.5;17.07.2014 22:02
527099;Sanford and Sons;S1-06532;39;53.08;2070.12;17.07.2014 23:44
307599;Kassulke, Ondricka and Metz;S2-34077;37;53.17;1967.29;18.07.2014 17:35
239344;Stokes LLC;S2-34077;21;56.22;1180.62;18.07.2014 20:09
688981;Keeling LLC;B1-65551;12;41.76;501.12;19.07.2014 16:46
527099;Sanford and Sons;B1-38851;28;54.23;1518.44;19.07.2014 19:28
672390;Kuhn-Gusikowski;S2-82423;17;60.29;1024.93;20.07.2014 3:44
163416;Purdy-Kunde;B1-38851;27;74.38;2008.26;20.07.2014 3:50
786968;Frami, Hills and Schmidt;B1-86481;38;75.52;2869.76;20.07.2014 6:52
737550;Fritsch, Russel and Anderson;S2-77896;12;10.июн;127.2;20.07.2014 13:05
604255;Halvorson, Crona and Champlin;B1-33087;15;68.09;1021.35;20.07.2014 20:48
688981;Keeling LLC;S2-16558;24;86.32;2071.68;21.07.2014 10:31
383080;Will LLC;S2-16558;6;68.92;413.52;22.07.2014 5:13
642753;Pollich LLC;S2-10342;42;22.55;947.1;22.07.2014 14:08
218895;Kulas Inc;S1-50961;21;45.7;959.7;22.07.2014 17:26
218895;Kulas Inc;S1-50961;41;54.86;2249.26;22.07.2014 21:57
714466;Trantow-Barrows;B1-04202;31;39.74;1231.94;22.07.2014 22:34
424914;White-Trantow;S2-82423;11;окт.64;117.04;23.07.2014 8:36
737550;Fritsch, Russel and Anderson;B1-86481;27;27.23;735.21;23.07.2014 18:33
307599;Kassulke, Ondricka and Metz;S2-78676;27;24.29;655.83;24.07.2014 10:15
412290;Jerde-Hilpert;S1-06532;34;52.42;1782.28;24.07.2014 10:45
527099;Sanford and Sons;S2-16558;-1;89.45;-89.45;24.07.2014 17:46
642753;Pollich LLC;B1-20000;41;61.63;2526.83;25.07.2014 5:30
239344;Stokes LLC;S1-82801;5;87.06;435.3;25.07.2014 8:37
146832;Kiehn-Spinka;B1-33364;49;98.46;4824.54;25.07.2014 14:35
714466;Trantow-Barrows;S2-11481;23;28.14;647.22;26.07.2014 3:24
527099;Sanford and Sons;B1-20000;45;66.28;2982.6;26.07.2014 4:38
141962;Herman LLC;S2-00301;48;77.79;3733.92;26.07.2014 19:11
424914;White-Trantow;B1-53102;18;35.09;631.62;27.07.2014 9:17
141962;Herman LLC;S1-30248;15;90.72;1360.8;27.07.2014 18:14
412290;Jerde-Hilpert;S2-23246;1;26.68;26.68;27.07.2014 19:02
688981;Keeling LLC;S1-82801;46;60.34;2775.64;28.07.2014 1:01
146832;Kiehn-Spinka;S2-77896;27;32.41;875.07;28.07.2014 5:21
141962;Herman LLC;B1-65551;30;97.52;2925.6;28.07.2014 7:03
383080;Will LLC;S1-65481;6;98.91;593.46;28.07.2014 8:33
307599;Kassulke, Ondricka and Metz;B1-05914;28;24.18;677.04;28.07.2014 14:02
737550;Fritsch, Russel and Anderson;B1-50809;21;15.41;323.61;28.07.2014 14:44
642753;Pollich LLC;S2-16558;23;60.2;1384.6;28.07.2014 17:24
740150;Barton LLC;S1-47412;40;43.2;1728;29.07.2014 1:53
146832;Kiehn-Spinka;S1-47412;12;48.39;580.68;29.07.2014 2:51
424914;White-Trantow;S2-10342;16;64.76;1036.16;29.07.2014 3:37
141962;Herman LLC;S2-34077;44;42.58;1873.52;29.07.2014 4:51
424914;White-Trantow;B1-33364;18;34.71;624.78;29.07.2014 5:55
642753;Pollich LLC;S1-93683;47;98.32;4621.04;29.07.2014 10:23
729833;Koepp Ltd;B1-53636;14;82.58;1156.12;29.07.2014 19:08
527099;Sanford and Sons;S1-47412;23;93.56;2151.88;30.07.2014 3:39
786968;Frami, Hills and Schmidt;B1-20000;46;54.32;2498.72;30.07.2014 16:55
412290;Jerde-Hilpert;B1-53636;5;15.23;76.15;30.07.2014 22:34
714466;Trantow-Barrows;S1-27722;48;20.52;984.96;31.07.2014 6:13
740150;Barton LLC;S1-27722;34;67.34;2289.56;01.08.2014 1:36
740150;Barton LLC;S2-83881;44;47.22;2077.68;01.08.2014 2:05
604255;Halvorson, Crona and Champlin;B1-05914;19;35.83;680.77;01.08.2014 4:26
786968;Frami, Hills and Schmidt;S1-06532;14;48.86;684.04;01.08.2014 10:46
729833;Koepp Ltd;S2-11481;22;66.41;1461.02;01.08.2014 12:29
642753;Pollich LLC;S1-93683;24;98.95;2374.8;01.08.2014 17:51
604255;Halvorson, Crona and Champlin;S2-78676;47;19.61;921.67;02.08.2014 4:14
307599;Kassulke, Ondricka and Metz;S2-23246;14;43.75;612.5;02.08.2014 6:04
218895;Kulas Inc;B1-65551;9;61.26;551.34;02.08.2014 13:43
740150;Barton LLC;S1-30248;36;16.47;592.92;02.08.2014 17:31
141962;Herman LLC;B1-53102;34;31.47;1069.98;02.08.2014 21:18
146832;Kiehn-Spinka;S1-93683;38;89.69;3408.22;03.08.2014 4:47
672390;Kuhn-Gusikowski;B1-65551;23;73.93;1700.39;03.08.2014 6:02
307599;Kassulke, Ondricka and Metz;S1-30248;19;74.68;1418.92;03.08.2014 8:29
740150;Barton LLC;S1-82801;16;43.54;696.64;03.08.2014 11:58
163416;Purdy-Kunde;S1-93683;39;28.май;1111.5;03.08.2014 14:14
307599;Kassulke, Ondricka and Metz;S1-27722;34;54.29;1845.86;03.08.2014 21:09
163416;Purdy-Kunde;B1-69924;12;52.38;628.56;03.08.2014 23:53
672390;Kuhn-Gusikowski;S2-77896;29;28.61;829.69;04.08.2014 1:10
729833;Koepp Ltd;B1-38851;7;94.07;658.49;04.08.2014 11:12
163416;Purdy-Kunde;S2-23246;21;20.авг;436.8;04.08.2014 19:17
604255;Halvorson, Crona and Champlin;B1-86481;45;57.6;2592;05.08.2014 6:05
424914;White-Trantow;B1-20000;25;58.61;1465.25;05.08.2014 8:48
424914;White-Trantow;S1-30248;28;42.69;1195.32;05.08.2014 12:06
740150;Barton LLC;B1-38851;1;84.18;84.18;05.08.2014 15:48
527099;Sanford and Sons;B1-33364;11;27.сен;306.9;05.08.2014 19:19
163416;Purdy-Kunde;B1-20000;46;95.97;4414.62;05.08.2014 19:39
527099;Sanford and Sons;B1-33364;26;85.42;2220.92;06.08.2014 7:35
218895;Kulas Inc;B1-65551;35;60.47;2116.45;06.08.2014 7:47
729833;Koepp Ltd;S2-77896;1;50.42;50.42;06.08.2014 10:45
412290;Jerde-Hilpert;S1-30248;2;16.89;33.78;06.08.2014 12:40
239344;Stokes LLC;S1-47412;38;32.81;1246.78;07.08.2014 2:41
412290;Jerde-Hilpert;S2-82423;31;93.36;2894.16;07.08.2014 6:40
141962;Herman LLC;S2-77896;34;28.31;962.54;07.08.2014 9:13
714466;Trantow-Barrows;S2-34077;28;80.06;2241.68;07.08.2014 17:18
424914;White-Trantow;B1-33364;32;14.14;452.48;08.08.2014 0:42
257198;Cronin, Oberbrunner and Spencer;S2-77896;37;62.25;2303.25;08.08.2014 3:44
714466;Trantow-Barrows;S2-11481;38;90.1;3423.8;08.08.2014 13:52
239344;Stokes LLC;S2-16558;43;55.67;2393.81;08.08.2014 15:49
642753;Pollich LLC;S1-82801;1;75.22;75.22;09.08.2014 0:27
307599;Kassulke, Ondricka and Metz;S1-93683;39;31.74;1237.86;09.08.2014 17:49
672390;Kuhn-Gusikowski;S2-34077;4;36.18;144.72;09.08.2014 19:09
257198;Cronin, Oberbrunner and Spencer;S1-65481;30;29.98;899.4;10.08.2014 3:18
146832;Kiehn-Spinka;S2-16558;31;16.апр;497.24;11.08.2014 3:22
218895;Kulas Inc;S1-50961;46;92.08;4235.68;11.08.2014 11:20
383080;Will LLC;S2-10342;10;77.39;773.9;11.08.2014 22:19
786968;Frami, Hills and Schmidt;S2-10342;2;48.81;97.62;12.08.2014 4:27
729833;Koepp Ltd;S1-82801;23;96.35;2216.05;12.08.2014 4:55
527099;Sanford and Sons;B1-65551;8;69.33;554.64;12.08.2014 5:25
424914;White-Trantow;S1-93683;32;13.72;439.04;12.08.2014 23:20
257198;Cronin, Oberbrunner and Spencer;S2-11481;3;19.59;58.77;13.08.2014 8:52
714466;Trantow-Barrows;S2-77896;18;57.95;1043.1;13.08.2014 15:32
412290;Jerde-Hilpert;B1-53636;39;19.сен;744.51;13.08.2014 18:52
146832;Kiehn-Spinka;S1-06532;27;14.65;395.55;14.08.2014 1:00
729833;Koepp Ltd;B1-53636;15;27.92;418.8;14.08.2014 6:57
642753;Pollich LLC;S2-78676;43;31.53;1355.79;14.08.2014 15:34
383080;Will LLC;B1-53102;6;42.34;254.04;14.08.2014 22:21
740150;Barton LLC;B1-33364;46;83.85;3857.1;15.08.2014 1:51
239344;Stokes LLC;B1-33364;12;95.01;1140.12;15.08.2014 2:51
527099;Sanford and Sons;B1-86481;9;98.93;890.37;15.08.2014 7:55
714466;Trantow-Barrows;S2-11481;49;58.62;2872.38;15.08.2014 8:28
412290;Jerde-Hilpert;B1-20000;38;80.68;3065.84;15.08.2014 10:20
737550;Fritsch, Russel and Anderson;S2-16558;12;28.34;340.08;16.08.2014 7:11
786968;Frami, Hills and Schmidt;B1-86481;38;78.94;2999.72;16.08.2014 9:28
527099;Sanford and Sons;B1-50809;33;16.87;556.71;17.08.2014 13:24
642753;Pollich LLC;S2-83881;26;58.77;1528.02;17.08.2014 15:07
714466;Trantow-Barrows;B1-53102;11;86.42;950.62;17.08.2014 22:39
257198;Cronin, Oberbrunner and Spencer;B1-05914;28;56.58;1584.24;18.08.2014 6:29
729833;Koepp Ltd;S2-23246;10;42.61;426.1;18.08.2014 20:22
412290;Jerde-Hilpert;S2-78676;36;62.42;2247.12;19.08.2014 1:47
714466;Trantow-Barrows;S2-83881;36;94.18;3390.48;19.08.2014 5:58
527099;Sanford and Sons;S2-83881;44;96.36;4239.84;19.08.2014 7:15
527099;Sanford and Sons;B1-33087;15;60.27;904.05;19.08.2014 11:50
424914;White-Trantow;B1-05914;1;46.73;46.73;19.08.2014 21:21
383080;Will LLC;S1-47412;28;14.71;411.88;20.08.2014 15:53
729833;Koepp Ltd;B1-33364;29;53.5;1551.5;21.08.2014 9:24
714466;Trantow-Barrows;B1-04202;38;34.63;1315.94;21.08.2014 20:36
642753;Pollich LLC;B1-53636;12;23.47;281.64;22.08.2014 0:20
714466;Trantow-Barrows;S1-27722;2;70.56;141.12;22.08.2014 3:33
740150;Barton LLC;S2-77896;47;40.74;1914.78;22.08.2014 10:46
163416;Purdy-Kunde;S1-93683;46;81.59;3753.14;22.08.2014 20:27
642753;Pollich LLC;B1-53636;24;19.59;470.16;23.08.2014 6:24
729833;Koepp Ltd;S2-77896;47;57.91;2721.77;23.08.2014 6:58
740150;Barton LLC;B1-38851;17;59.48;1011.16;23.08.2014 13:39
729833;Koepp Ltd;S1-82801;16;66.61;1065.76;23.08.2014 22:49
146832;Kiehn-Spinka;B1-69924;39;21.71;846.69;24.08.2014 11:37
218895;Kulas Inc;S1-82801;16;22.65;362.4;24.08.2014 19:22
424914;White-Trantow;S2-83881;32;73.51;2352.32;25.08.2014 1:36
257198;Cronin, Oberbrunner and Spencer;S2-78676;8;69.24;553.92;25.08.2014 15:46
714466;Trantow-Barrows;S2-77896;31;15.95;494.45;25.08.2014 18:41
786968;Frami, Hills and Schmidt;B1-69924;22;51.65;1136.3;25.08.2014 20:14
146832;Kiehn-Spinka;S1-50961;2;ноя.77;23.54;25.08.2014 23:43
688981;Keeling LLC;B1-69924;46;29.15;1340.9;26.08.2014 5:08
729833;Koepp Ltd;B1-33087;24;70.45;1690.8;26.08.2014 7:19
307599;Kassulke, Ondricka and Metz;S1-82801;35;64.8;2268;26.08.2014 7:43
424914;White-Trantow;B1-53102;41;81.25;3331.25;26.08.2014 11:44
424914;White-Trantow;S2-11481;32;17.дек;547.84;27.08.2014 4:26
672390;Kuhn-Gusikowski;B1-33087;31;40.64;1259.84;27.08.2014 10:32
424914;White-Trantow;S2-82423;12;75.18;902.16;27.08.2014 14:04
146832;Kiehn-Spinka;S2-23246;49;42.81;2097.69;27.08.2014 15:40
729833;Koepp Ltd;S2-77896;28;67.54;1891.12;27.08.2014 22:33
424914;White-Trantow;S2-00301;13;68.74;893.62;28.08.2014 12:57
740150;Barton LLC;B1-20000;1;73.68;73.68;29.08.2014 1:14
714466;Trantow-Barrows;S2-23246;3;98.45;295.35;29.08.2014 1:53
642753;Pollich LLC;S2-82423;1;73.23;73.23;29.08.2014 3:12
424914;White-Trantow;S2-77896;24;27.55;661.2;29.08.2014 4:45
146832;Kiehn-Spinka;S1-47412;41;37.96;1556.36;29.08.2014 9:18
218895;Kulas Inc;B1-50809;5;97.24;486.2;29.08.2014 14:49
729833;Koepp Ltd;S1-50961;-1;50.33;-50.33;29.08.2014 15:14
740150;Barton LLC;S1-50961;38;42.12;1600.56;29.08.2014 19:35
239344;Stokes LLC;B1-65551;3;15.ноя;45.33;29.08.2014 19:35
740150;Barton LLC;B1-38851;45;49.97;2248.65;29.08.2014 23:20
218895;Kulas Inc;S2-10342;19;61.95;1177.05;30.08.2014 5:20
740150;Barton LLC;S1-27722;15;72.97;1094.55;31.08.2014 3:14
714466;Trantow-Barrows;S2-00301;11;98.43;1082.73;31.08.2014 12:01
141962;Herman LLC;B1-86481;15;65.72;985.8;31.08.2014 12:17
786968;Frami, Hills and Schmidt;S2-23246;30;96.18;2885.4;31.08.2014 13:35
383080;Will LLC;S2-77896;43;46.99;2020.57;01.09.2014 12:48
737550;Fritsch, Russel and Anderson;B1-20000;44;79.97;3518.68;01.09.2014 21:20
141962;Herman LLC;S1-93683;2;51;102;01.09.2014 21:24
257198;Cronin, Oberbrunner and Spencer;S1-93683;21;78.48;1648.08;02.09.2014 7:34
