,article_id,product_type_name,colour_group_name
20458,684686002,Trousers,Light Blue
20459,684688001,Robe,Light Pink
20460,684688002,Robe,Dark Grey
20461,684688003,Robe,Red
20462,684712002,Sweater,Dark Red
20463,684818001,Shirt,Dark Red
20464,684823005,Sweater,Dark Blue
20465,684823006,Sweater,Beige
20466,684824001,Swimsuit,Dark Green
20467,684824002,Swimsuit,Dark Red
20468,684824003,Swimsuit,Black
20469,684824005,Swimsuit,White
20470,684824006,Swimsuit,Black
20471,684825001,Blouse,Black
20472,684838001,Blouse,Black
20473,684847002,Dress,White
20474,684851003,Shirt,Greenish Khaki
20475,684886001,Blouse,Light Beige
20476,684886002,Blouse,Black
20477,684890001,Dress,Black
20478,684890003,Dress,Dark Red
20479,684895001,Trousers,Black
20480,684900003,Top,Light Grey
20481,684908002,Jacket,White
20482,684908004,Jacket,Black
20483,684908006,Jacket,Red
20484,684908007,Jacket,Yellow
20485,684914001,Flat shoe,Black
20486,684947002,Vest top,Off White
20487,684948001,Blouse,Dark Red
20488,684949001,Skirt,Dark Red
20489,684968003,Trousers,Dark Blue
20490,684971001,Trousers,Black
20491,684971003,Trousers,Off White
20492,684980001,Outdoor Waistcoat,Black
20493,684981002,Underwear bottom,Black
20494,684981003,Underwear bottom,Dark Purple
20495,684981004,Underwear bottom,Dark Red
20496,684992001,Outdoor trousers,Black
20497,684992002,Outdoor trousers,Orange
20498,685007001,Jacket,Black
20499,685009001,Dress,Black
20500,685009003,Dress,Black
20501,685009006,Dress,Light Beige
20502,685009007,Dress,Black
20503,685010001,Jacket,Black
20504,685012004,Jacket,Black
20505,685017002,Dress,Greenish Khaki
20506,685017005,Dress,Black
20507,685017007,Dress,Dark Green
20508,685017008,Dress,Dark Red
20509,685021001,Shirt,Dark Pink
20510,685021002,Shirt,Dark Grey
20511,685030003,T-shirt,White
20512,685044001,Cardigan,Dark Grey
20513,685044002,Cardigan,Light Beige
20514,685044003,Cardigan,Dark Blue
20515,685044004,Cardigan,Grey
20516,685044005,Cardigan,Light Beige
20517,685044006,Cardigan,Dark Grey
20518,685044011,Cardigan,Pink
20519,685051001,Belt,Black
20520,685051002,Belt,Black
20521,685054001,Top,Black
20522,685054002,Top,Red
20523,685066002,Trousers,Blue
20524,685079002,T-shirt,Dark Grey
20525,685089003,Trousers,Dark Pink
20526,685089005,Trousers,Grey
20527,685089006,Trousers,Beige
20528,685101001,Dress,Black
20529,685128001,Jacket,Dark Blue
20530,685143010,Cardigan,Black
20531,685150002,Blouse,Black
20532,685157001,Blouse,Off White
20533,685158001,Blouse,Dark Pink
20534,685159001,Jacket,Dark Blue
20535,685160001,Shirt,White
20536,685165001,Bag,Light Purple
20537,685170001,Sweater,Black
20538,685170002,Sweater,Dark Blue
20539,685174001,Trousers,Black
20540,685175001,Trousers,Dark Blue
20541,685182001,Dress,Light Pink
20542,685188002,Blouse,White
20543,685193001,Skirt,Dark Pink
20544,685196001,Blouse,Dark Yellow
20545,685196002,Blouse,Off White
20546,685210001,Bag,Light Purple
20547,685226001,Dress,Dark Blue
20548,685226004,Dress,White
20549,685231001,Blouse,Blue
20550,685232003,Skirt,Light Pink
20551,685232004,Skirt,Dark Blue
20552,685240003,Skirt,Red
20553,685254003,Leggings/Tights,Yellow
20554,685254010,Leggings/Tights,Dark Grey
20555,685259001,Pumps,White
20556,685273004,Dress,Black
20557,685273005,Dress,Red
20558,685274002,Coat,Dark Beige
20559,685276005,Blouse,Yellowish Brown
20560,685284001,Skirt,Black
20561,685284002,Skirt,Light Beige
20562,685284003,Skirt,Black
20563,685307001,Trousers,Dark Blue
20564,685343001,Bodysuit,Black
20565,685347001,Top,Black
20566,685347002,Top,White
20567,685347011,Top,White
20568,685347013,Top,Dark Beige
20569,685379001,Jacket,Dark Blue
20570,685380001,Trousers,Dark Blue
20571,685383002,Sweater,Grey
20572,685383003,Sweater,Dark Blue
20573,685399001,Sweater,White
20574,685406001,Sweater,Dark Blue
20575,685417001,Dress,Black
20576,685417002,Dress,Dark Green
20577,685417003,Dress,Black
20578,685417006,Dress,Dark Blue
20579,685417007,Dress,Dark Blue
20580,685428001,Sunglasses,Yellowish Brown
20581,685429001,Dress,Light Green
20582,685429002,Dress,Light Yellow
20583,685429003,Dress,Yellowish Brown
20584,685429004,Dress,Black
20585,685429006,Dress,Off White
20586,685430001,Dress,Black
20587,685430002,Dress,Greenish Khaki
20588,685448001,Dress,Off White
20589,685448004,Dress,Black
20590,685448005,Dress,Black
20591,685454001,Trousers,Blue
20592,685454002,Trousers,Light Blue
20593,685468001,Dress,Black
20594,685468002,Dress,Dark Red
20595,685470001,Ring,Gold
20596,685470002,Ring,Silver
20597,685471001,Waterbottle,Light Purple
20598,685499003,Jacket,Light Pink
20599,685501001,Jacket,Black
20600,685503001,Jacket,Off White
20601,685513001,Jacket,Greenish Khaki
20602,685529001,Trousers,Light Blue
20603,685532002,Trousers,Bronze/Copper
20604,685535001,Jacket,Greenish Khaki
20605,685537001,Jacket,Black
20606,685538001,Jacket,Black
20607,685548002,Skirt,Black
20608,685600001,Swimwear bottom,Black
20609,685600010,Swimwear bottom,Other Turquoise
20610,685600014,Swimwear bottom,Greenish Khaki
20611,685600016,Swimwear bottom,Dark Turquoise
20612,685600019,Swimwear bottom,Dark Green
20613,685600023,Swimwear bottom,Other Red
20614,685600024,Swimwear bottom,Dark Grey
20615,685600026,Swimwear bottom,Dark Green
20616,685601002,Swimwear bottom,Dark Blue
20617,685601007,Swimwear bottom,Black
20618,685601013,Swimwear bottom,Dark Red
20619,685601014,Swimwear bottom,Yellow
20620,685601015,Swimwear bottom,Dark Green
20621,685601016,Swimwear bottom,Red
20622,685601018,Swimwear bottom,Dark Blue
20623,685601024,Swimwear bottom,Light Blue
20624,685601026,Swimwear bottom,Orange
20625,685601030,Swimwear bottom,Light Green
20626,685601031,Swimwear bottom,Blue
20627,685601034,Swimwear bottom,Dark Green
20628,685602001,Swimwear bottom,Dark Blue
20629,685602002,Swimwear bottom,Red
20630,685602003,Swimwear bottom,Light Green
20631,685602004,Swimwear bottom,Dark Blue
20632,685602005,Swimwear bottom,Black
20633,685602010,Swimwear bottom,Light Orange
20634,685602011,Swimwear bottom,Dark Green
20635,685602014,Swimwear bottom,Other Pink
20636,685602017,Swimwear bottom,Orange
20637,685602028,Swimwear bottom,Greenish Khaki
20638,685602029,Swimwear bottom,Other Pink
20639,685602031,Swimwear bottom,Orange
20640,685602034,Swimwear bottom,Red
20641,685602040,Swimwear bottom,Light Pink
20642,685604001,Swimwear bottom,Dark Blue
20643,685604005,Swimwear bottom,Light Pink
20644,685604006,Swimwear bottom,Dark Blue
20645,685604007,Swimwear bottom,Light Purple
20646,685604012,Swimwear bottom,Dark Orange
20647,685604013,Swimwear bottom,Dark Purple
20648,685604015,Swimwear bottom,Other Turquoise
20649,685604022,Swimwear bottom,Dark Green
20650,685604026,Swimwear bottom,Dark Red
20651,685604027,Swimwear bottom,Black
20652,685604028,Swimwear bottom,Dark Green
20653,685604030,Swimwear bottom,Dark Blue
20654,685604032,Swimwear bottom,Light Blue
20655,685604034,Swimwear bottom,Pink
20656,685604035,Swimwear bottom,Light Grey
20657,685604037,Swimwear bottom,Dark Blue
20658,685604038,Swimwear bottom,Dark Blue
20659,685604039,Swimwear bottom,Dark Blue
20660,685604041,Swimwear bottom,Black
20661,685604044,Swimwear bottom,Dark Blue
20662,685604047,Swimwear bottom,Green
20663,685604048,Swimwear bottom,Dark Blue
20664,685604049,Swimwear bottom,Dark Blue
20665,685604051,Swimwear bottom,Black
20666,685604054,Swimwear bottom,Light Blue
20667,685604056,Swimwear bottom,Light Pink
20668,685604061,Swimwear bottom,Dark Green
20669,685604062,Swimwear bottom,Black
20670,685604063,Swimwear bottom,Dark Blue
20671,685604068,Swimwear bottom,Dark Red
20672,685604070,Swimwear bottom,Dark Orange
20673,685604073,Swimwear bottom,Orange
20674,685604074,Swimwear bottom,Other Pink
20675,685604075,Swimwear bottom,Light Blue
20676,685604081,Swimwear bottom,Orange
20677,685604086,Swimwear bottom,Turquoise
20678,685604093,Swimwear bottom,Light Yellow
20679,685604094,Swimwear bottom,Light Green
20680,685605001,Swimwear bottom,Black
20681,685605002,Swimwear bottom,Dark Blue
20682,685605003,Swimwear bottom,Dark Blue
20683,685605006,Swimwear bottom,Greenish Khaki
20684,685605007,Swimwear bottom,Dark Red
20685,685605009,Swimwear bottom,Dark Blue
20686,685605011,Swimwear bottom,Greenish Khaki
20687,685605012,Swimwear bottom,Dark Blue
20688,685606001,Swimwear bottom,Dark Blue
20689,685606006,Swimwear bottom,Dark Blue
20690,685606007,Swimwear bottom,Dark Blue
20691,685606010,Swimwear bottom,Dark Blue
20692,685616001,Swimwear bottom,Red
20693,685616004,Swimwear bottom,Dark Green
20694,685616008,Swimwear bottom,Light Blue
20695,685616009,Swimwear bottom,Greenish Khaki
20696,685616010,Swimwear bottom,Orange
20697,685622001,Jacket,Black
20698,685631001,Jacket,Black
20699,685635001,Jacket,Black
20700,685635003,Jacket,Green
20701,685647001,Trousers,Black
20702,685647002,Trousers,Blue
20703,685681001,Blazer,Black
20704,685681002,Blazer,Light Grey
20705,685681003,Blazer,Black
20706,685683001,Sweater,Light Purple
20707,685685001,Vest top,Black
20708,685685002,Vest top,Light Beige
20709,685685003,Vest top,Dark Red
20710,685687001,Sweater,Dark Grey
20711,685687002,Sweater,Grey
20712,685687003,Sweater,Pink
20713,685687004,Sweater,Dark Green
20714,685689001,Blouse,Black
20715,685689002,Blouse,Off White
20716,685689003,Blouse,Dark Red
20717,685694001,Blazer,Pink
20718,685707001,Coat,Black
20719,685710001,Jacket,Black
20720,685737002,Sweater,Dark Blue
20721,685763001,Dungarees,Blue
20722,685766001,Trousers,Black
20723,685783001,Skirt,Black
20724,685784001,Skirt,Black
20725,685791002,Jacket,Dark Blue
20726,685791004,Jacket,Greyish Beige
20727,685809001,Dungarees,Dark Blue
20728,685810001,Trousers,Light Blue
20729,685811001,Shorts,Black
20730,685811002,Shorts,Grey
20731,685811003,Shorts,Black
20732,685811004,Shorts,Dark Blue
20733,685811005,Shorts,Dark Red
20734,685811006,Shorts,Light Grey
20735,685811007,Shorts,Dark Green
20736,685811015,Shorts,Grey
20737,685811018,Shorts,Dark Grey
20738,685811022,Shorts,Dark Blue
20739,685812001,Hoodie,Black
20740,685812002,Hoodie,Grey
20741,685812003,Hoodie,Black
20742,685812004,Hoodie,Dark Grey
20743,685812005,Hoodie,Dark Blue
20744,685812009,Hoodie,Dark Blue
20745,685813001,Sweater,Black
20746,685813002,Sweater,Grey
20747,685813003,Sweater,White
20748,685813004,Sweater,Light Pink
20749,685813005,Sweater,Dark Green
20750,685813006,Sweater,Beige
20751,685813007,Sweater,Dark Red
20752,685813008,Sweater,Red
20753,685813009,Sweater,Yellow
20754,685813010,Sweater,Dark Blue
20755,685813016,Sweater,Dark Grey
20756,685813017,Sweater,Yellow
20757,685813018,Sweater,Dark Blue
20758,685813020,Sweater,Greenish Khaki
20759,685813023,Sweater,Light Pink
20760,685813024,Sweater,Pink
20761,685813026,Sweater,Yellowish Brown
20762,685813027,Sweater,Light Green
20763,685813028,Sweater,Light Blue
20764,685813032,Sweater,Light Yellow
20765,685813037,Sweater,Grey
20766,685813039,Sweater,Yellowish Brown
20767,685813040,Sweater,Dark Green
20768,685813041,Sweater,Grey
20769,685813042,Sweater,Light Beige
20770,685813043,Sweater,Dark Green
20771,685813044,Sweater,Dark Purple
20772,685814001,Hoodie,Black
20773,685814002,Hoodie,Grey
20774,685814003,Hoodie,White
20775,685814004,Hoodie,Light Pink
20776,685814005,Hoodie,Beige
20777,685814006,Hoodie,Dark Red
20778,685814007,Hoodie,Dark Green
20779,685814008,Hoodie,Dark Red
20780,685814009,Hoodie,Dark Blue
20781,685814010,Hoodie,Red
20782,685814011,Hoodie,Yellow
20783,685814012,Hoodie,Light Blue
20784,685814020,Hoodie,Black
20785,685814022,Hoodie,Dark Grey
20786,685814023,Hoodie,Yellow
20787,685814030,Hoodie,Dark Green
20788,685814033,Hoodie,Light Pink
20789,685814034,Hoodie,Red
20790,685814035,Hoodie,Dark Beige
20791,685814045,Hoodie,Pink
20792,685814046,Hoodie,Yellowish Brown
20793,685814047,Hoodie,Light Yellow
20794,685814048,Hoodie,Light Blue
20795,685814050,Hoodie,Light Green
20796,685814052,Hoodie,Dark Orange
20797,685814053,Hoodie,Red
20798,685814055,Hoodie,Light Yellow
20799,685814061,Hoodie,Dark Green
20800,685814062,Hoodie,Grey
20801,685814063,Hoodie,Turquoise
20802,685814065,Hoodie,Dark Purple
20803,685814069,Hoodie,Orange
20804,685815001,Trousers,Black
20805,685815002,Trousers,Grey
20806,685815003,Trousers,Black
20807,685815004,Trousers,Dark Grey
20808,685815005,Trousers,Dark Blue
20809,685816001,T-shirt,White
20810,685816002,T-shirt,Black
20811,685816003,T-shirt,Grey
20812,685816004,T-shirt,Black
20813,685816005,T-shirt,Light Grey
20814,685816006,T-shirt,Dark Blue
20815,685816007,T-shirt,Dark Blue
20816,685816008,T-shirt,Dark Green
20817,685816010,T-shirt,Yellow
20818,685816011,T-shirt,Beige
20819,685816012,T-shirt,Light Blue
20820,685816013,T-shirt,Light Turquoise
20821,685816016,T-shirt,Light Orange
20822,685816017,T-shirt,Dark Red
20823,685816018,T-shirt,Blue
20824,685816019,T-shirt,Yellow
20825,685816022,T-shirt,Light Red
20826,685816023,T-shirt,Dark Grey
20827,685816024,T-shirt,Dark Green
20828,685816030,T-shirt,Pink
20829,685816036,T-shirt,Yellowish Brown
20830,685816037,T-shirt,Dark Blue
20831,685816038,T-shirt,Light Pink
20832,685816039,T-shirt,Yellow
20833,685816041,T-shirt,Light Green
20834,685816044,T-shirt,Blue
20835,685816045,T-shirt,Orange
20836,685816046,T-shirt,Dark Beige
20837,685816047,T-shirt,Light Blue
20838,685816048,T-shirt,Greenish Khaki
20839,685816049,T-shirt,Grey
20840,685816051,T-shirt,Red
20841,685816052,T-shirt,Light Yellow
20842,685816053,T-shirt,Grey
20843,685817001,Top,Dark Pink
20844,685817002,Top,Black
20845,685821001,Shirt,Blue
20846,685823003,Dress,Grey
20847,685825001,Bodysuit,Black
20848,685825002,Bodysuit,Dark Pink
20849,685827001,Top,Black
20850,685843001,Underwear bottom,Black
20851,685844001,Cardigan,Black
20852,685844002,Cardigan,Dark Pink
20853,685844004,Cardigan,Grey
20854,685846001,Sweater,Dark Grey
20855,685846002,Sweater,Beige
20856,685848002,Dress,Black
20857,685848003,Dress,Grey
20858,685848005,Dress,Black
20859,685848006,Dress,Dark Green
20860,685848007,Dress,White
20861,685848008,Dress,Black
20862,685863001,Trousers,Black
20863,685868001,Underwear bottom,Black
20864,685902001,Sweater,White
20865,685902002,Sweater,Black
20866,685902005,Sweater,Beige
20867,685904001,Blouse,Black
20868,685904002,Blouse,Red
20869,685904003,Blouse,Black
20870,685912002,Jacket,Black
20871,685917001,Cardigan,Black
20872,685933002,T-shirt,White
20873,685942001,Dress,Blue
20874,685942002,Dress,Light Orange
20875,685942004,Dress,Dark Turquoise
20876,685944001,Dress,Light Orange
20877,685944002,Dress,Dark Blue
20878,685953002,Dress,Dark Blue
20879,685968001,Trousers,Yellowish Brown
20880,685969001,Blazer,Yellowish Brown
20881,685972001,Dress,Black
20882,685985002,Pumps,Red
20883,686022001,Boots,Black
20884,686024001,Boots,Black
20885,686024003,Boots,Beige
20886,686025001,Boots,Black
20887,686026001,Pumps,Dark Turquoise
20888,686026002,Pumps,Black
20889,686027001,Boots,Black
20890,686027003,Boots,Pink
20891,686027005,Boots,Black
20892,686028001,Boots,Black
20893,686028002,Boots,Yellowish Brown
20894,686030003,Sneakers,Black
20895,686030005,Sneakers,Light Turquoise
20896,686031001,Sandals,Black
20897,686031002,Sandals,Light Pink
20898,686070001,Sweater,Dark Blue
20899,686071001,Sweater,Dark Blue
20900,686071002,Sweater,Dark Red
20901,686114001,Dress,Blue
20902,686126002,Jacket,Yellow
20903,686129001,Jacket,Dark Blue
20904,686129002,Jacket,Dark Blue
20905,686137001,Jacket,Yellow
20906,686137005,Jacket,Grey
20907,686148001,Skirt,Silver
20908,686242004,Shirt,Dark Blue
20909,686243001,Shirt,Dark Blue
20910,686259001,Bra,Black
20911,686259004,Bra,Dark Blue
20912,686259006,Bra,White
20913,686265001,Sweater,Grey
20914,686265002,Sweater,Light Pink
20915,686265003,Sweater,Red
20916,686265004,Sweater,White
20917,686265005,Sweater,Dark Blue
20918,686265006,Sweater,Grey
20919,686266004,Sweater,White
20920,686266005,Sweater,Dark Blue
20921,686267006,Sweater,Grey
20922,686268004,Hoodie,Red
20923,686269001,Hoodie,White
20924,686269003,Hoodie,Grey
20925,686269004,Hoodie,Red
20926,686269005,Hoodie,Grey
20927,686270004,Hoodie,Red
20928,686287001,Sweater,Off White
20929,686303001,Cardigan,Light Pink
20930,686310001,Other accessories,Black
20931,686318005,Swimsuit,Light Green
20932,686328002,Swimwear bottom,Blue
20933,686328004,Swimwear bottom,Light Green
20934,686328012,Swimwear bottom,Dark Turquoise
20935,686331001,Shirt,Red
20936,686331002,Shirt,Dark Blue
20937,686331003,Shirt,Light Yellow
20938,686331005,Shirt,Dark Red
20939,686333001,Swimsuit,Light Pink
20940,686333004,Swimsuit,Light Blue
20941,686342001,Swimsuit,Dark Blue
20942,686350001,Swimsuit,Light Blue
20943,686353001,Jacket,Dark Blue
20944,686397001,Trousers,Dark Blue
20945,686406001,Skirt,Light Pink
20946,686406004,Skirt,Black
20947,686415002,Vest top,White
20948,686461001,Sweater,Light Blue
20949,686461003,Sweater,Light Beige
20950,686461005,Sweater,Yellowish Brown
20951,686465001,Sweater,Light Grey
20952,686465003,Sweater,White
20953,686466004,Sweater,Black
20954,686466005,Sweater,Yellowish Brown
20955,686474001,Dress,Black
20956,686482001,Cardigan,White
20957,686496001,Shirt,Black
20958,686496004,Shirt,Light Beige
20959,686507001,Cardigan,Light Pink
20960,686507002,Cardigan,Dark Blue
20961,686515003,Blouse,Black
20962,686516001,Cardigan,Light Blue
20963,686548001,Cardigan,Light Turquoise
20964,686553002,Sweater,White
20965,686553003,Sweater,Dark Green
20966,686556001,Garment Set,Light Blue
20967,686564001,Shirt,White
20968,686564002,Shirt,Dark Blue
20969,686564003,Shirt,Dark Blue
20970,686564004,Shirt,Dark Green
20971,686564006,Shirt,Dark Turquoise
20972,686564010,Shirt,Light Blue
20973,686564012,Shirt,Greenish Khaki
20974,686564013,Shirt,Dark Blue
20975,686564021,Shirt,Greenish Khaki
20976,686564022,Shirt,Light Grey
20977,686564025,Shirt,Light Pink
20978,686564027,Shirt,White
20979,686564028,Shirt,Dark Blue
20980,686564030,Shirt,Dark Grey
20981,686564031,Shirt,Dark Beige
20982,686569001,Dress,Light Pink
20983,686572001,Tailored Waistcoat,Light Beige
20984,686576001,Dress,Black
20985,686576002,Dress,Red
20986,686580002,Jacket,Red
20987,686585001,Jacket,Black
20988,686585008,Jacket,Black
20989,686585009,Jacket,Greyish Beige
20990,686587001,Shirt,Black
20991,686587002,Shirt,White
20992,686587003,Shirt,Light Pink
20993,686587004,Shirt,Black
20994,686589001,Garment Set,Grey
20995,686590001,Dress,Blue
20996,686594001,Jumpsuit/Playsuit,Grey
20997,686604001,Shirt,Turquoise
20998,686604002,Shirt,Yellow
20999,686604003,Shirt,White
21000,686604005,Shirt,Greenish Khaki
21001,686631001,Trousers,Black
21002,686631002,Trousers,Greyish Beige
21003,686631003,Trousers,Yellowish Brown
21004,686643001,Sweater,Dark Blue
21005,686643002,Sweater,Black
21006,686647001,Sweater,Grey
21007,686655001,Jacket,Black
21008,686655002,Jacket,Other Yellow
21009,686655003,Jacket,Black
21010,686703001,Jacket,Black
21011,686707002,Jacket,Dark Blue
21012,686712004,Dress,Black
21013,686712006,Dress,Blue
21014,686720001,Jacket,Dark Blue
21015,686720002,Jacket,Dark Grey
21016,686720004,Jacket,Black
21017,686720006,Jacket,Dark Grey
21018,686722001,Jacket,Greenish Khaki
21019,686722003,Jacket,Dark Blue
21020,686728001,Jacket,Dark Blue
21021,686728002,Jacket,Black
21022,686731002,Jacket,Black
21023,686744001,Blouse,Black
21024,686826006,Sweater,Greenish Khaki
21025,686826008,Sweater,Dark Blue
21026,686826013,Sweater,Light Blue
21027,686826014,Sweater,White
21028,686826016,Sweater,Yellow
21029,686895001,Vest top,White
21030,686895003,Vest top,Light Blue
21031,686919002,Leggings/Tights,Light Grey
21032,686919005,Leggings/Tights,Grey
21033,686919006,Leggings/Tights,Light Pink
21034,686923001,Cardigan,Turquoise
21035,686923003,Cardigan,Red
21036,686923005,Cardigan,Light Pink
21037,686923006,Cardigan,Light Blue
21038,686933003,Sneakers,Black
21039,686957001,Boots,Black
21040,686972001,Dress,Black
21041,686997004,Hoodie,Light Pink
21042,686997007,Hoodie,Light Yellow
21043,686998003,T-shirt,Grey
21044,687000001,Sandals,Greyish Beige
21045,687011002,Dress,Dark Blue
21046,687016002,Sweater,Black
21047,687016004,Sweater,Grey
21048,687022002,Trousers,Grey
21049,687025002,Blazer,Grey
21050,687033001,Swimwear bottom,Dark Grey
21051,687033002,Swimwear bottom,Dark Purple
21052,687034001,Bikini top,Dark Grey
21053,687034002,Bikini top,Dark Purple
21054,687034007,Bikini top,Green
21055,687034009,Bikini top,Dark Red
21056,687034010,Bikini top,Yellow
21057,687034015,Bikini top,Off White
21058,687034022,Bikini top,Off White
21059,687034023,Bikini top,Red
21060,687034024,Bikini top,Red
21061,687036003,T-shirt,Light Pink
21062,687036005,T-shirt,Dark Blue
21063,687036007,T-shirt,Greenish Khaki
21064,687036008,T-shirt,White
21065,687036009,T-shirt,Black
21066,687036010,T-shirt,White
21067,687036011,T-shirt,Grey
21068,687041001,T-shirt,White
21069,687041002,T-shirt,Black
21070,687044001,Sweater,Black
21071,687044002,Sweater,Greenish Khaki
21072,687044006,Sweater,White
21073,687061002,Leggings/Tights,Black
21074,687069001,T-shirt,White
21075,687069002,T-shirt,Black
21076,687069003,T-shirt,Greenish Khaki
21077,687069004,T-shirt,Dark Red
21078,687106001,Dress,Dark Blue
21079,687106002,Dress,Red
21080,687114001,Shirt,White
21081,687151001,Bag,Black
21082,687151002,Bag,Yellow
21083,687151005,Bag,Black
21084,687169001,Coat,Pink
21085,687169002,Coat,Dark Red
21086,687173001,Bra,Black
21087,687173002,Bra,Red
21088,687173003,Bra,Light Pink
21089,687173004,Bra,White
21090,687176001,Underwear bottom,Black
21091,687176002,Underwear bottom,Red
21092,687176003,Underwear bottom,Light Pink
21093,687176004,Underwear bottom,White
21094,687176005,Underwear bottom,Pink
21095,687207002,Dress,Dark Green
21096,687254001,Jacket,Red
21097,687260001,Sweater,Red
21098,687260002,Sweater,Black
21099,687260003,Sweater,Dark Blue
21100,687270001,Sweater,Black
21101,687270002,Sweater,Beige
21102,687270003,Sweater,Red
21103,687270009,Sweater,White
21104,687270010,Sweater,Greenish Khaki
21105,687302001,Shorts,Light Blue
21106,687304003,Blouse,Off White
21107,687309003,Trousers,Dark Blue
21108,687310001,Trousers,Blue
21109,687310002,Trousers,Blue
21110,687310003,Trousers,Black
21111,687311001,Dungarees,Blue
21112,687312001,Trousers,Blue
21113,687314001,Shirt,Light Blue
21114,687315001,Shirt,Light Blue
21115,687315004,Shirt,White
21116,687316001,Trousers,Dark Blue
21117,687316002,Trousers,Greenish Khaki
21118,687316003,Trousers,Beige
21119,687325001,Bag,Black
21120,687331005,Hoodie,White
21121,687331006,Hoodie,Dark Blue
21122,687335001,Sweater,Red
21123,687335002,Sweater,Black
21124,687337001,Earring,Gold
21125,687337002,Earring,Silver
21126,687338001,Top,Dark Blue
21127,687338002,Top,Dark Blue
21128,687339001,Scarf,Light Turquoise
21129,687347001,Earrings,Silver
21130,687347002,Earring,Light Purple
21131,687350001,Necklace,Silver
21132,687350002,Necklace,Gold
21133,687364001,Blouse,White
21134,687365001,Sweater,Dark Blue
21135,687365002,Sweater,Light Pink
21136,687369003,Trousers,Dark Blue
21137,687369006,Trousers,Black
21138,687371001,Sweater,Red
21139,687371002,Sweater,Off White
21140,687399002,Top,White
21141,687399003,Top,Black
21142,687399004,Top,Greenish Khaki
21143,687407001,Other accessories,Light Orange
21144,687411001,T-shirt,Dark Blue
21145,687411004,T-shirt,White
21146,687411019,T-shirt,Dark Orange
21147,687424001,Dress,Dark Blue
21148,687424002,Dress,Dark Green
21149,687424003,Dress,Black
21150,687424005,Dress,Black
21151,687424007,Dress,Black
21152,687426001,T-shirt,Dark Blue
21153,687426002,T-shirt,Light Pink
21154,687427001,Sweater,Black
21155,687427002,Sweater,Light Pink
21156,687432001,Bodysuit,Light Pink
21157,687478001,Necklace,Gold
21158,687524001,Cardigan,Black
21159,687524002,Cardigan,Dark Red
21160,687524003,Cardigan,Light Pink
21161,687524004,Cardigan,Yellow
21162,687524007,Cardigan,Greenish Khaki
21163,687524009,Cardigan,Light Beige
21164,687524010,Cardigan,Dark Green
21165,687524011,Cardigan,Yellow
21166,687524012,Cardigan,Black
21167,687524013,Cardigan,Light Pink
21168,687524014,Cardigan,Dark Red
21169,687524016,Cardigan,Light Grey
21170,687524018,Cardigan,Dark Red
21171,687527001,Trousers,Dark Blue
21172,687529001,T-shirt,Dark Blue
21173,687529002,T-shirt,Grey
21174,687534001,Hoodie,Dark Blue
21175,687534003,Hoodie,Light Beige
21176,687535001,Trousers,Black
21177,687539002,Dress,Black
21178,687539003,Dress,Dark Blue
21179,687542002,Blazer,Black
21180,687571004,Dress,Black
21181,687571005,Dress,Dark Pink
21182,687571007,Dress,Greenish Khaki
21183,687584001,Jumpsuit/Playsuit,Black
21184,687600001,T-shirt,White
21185,687600002,T-shirt,Dark Grey
21186,687601001,Sweater,Light Grey
21187,687601002,Sweater,White
21188,687601003,Sweater,Dark Grey
21189,687601004,Sweater,Yellow
21190,687601008,Sweater,White
21191,687601009,Sweater,Dark Blue
21192,687602001,Vest top,Dark Grey
21193,687602003,Vest top,Dark Blue
21194,687602007,Vest top,Off White
21195,687602008,Vest top,Greenish Khaki
21196,687629001,Trousers,Black
21197,687635001,Shorts,Black
21198,687635002,Shorts,Grey
21199,687635003,Shorts,Dark Blue
21200,687635004,Shorts,Dark Grey
21201,687635005,Shorts,Greenish Khaki
21202,687635008,Shorts,Beige
21203,687635010,Shorts,Grey
21204,687635016,Shorts,Greenish Khaki
21205,687635017,Shorts,Dark Blue
21206,687635019,Shorts,Dark Beige
21207,687635020,Shorts,Grey
21208,687635021,Shorts,White
21209,687635022,Shorts,Orange
21210,687636001,Hair/alice band,Light Pink
21211,687702001,Cardigan,Black
21212,687704001,Trousers,Black
21213,687704002,Trousers,Blue
21214,687704009,Trousers,Light Blue
21215,687704012,Trousers,Black
21216,687704019,Trousers,Dark Blue
21217,687704022,Trousers,Light Blue
21218,687704027,Trousers,Grey
21219,687704028,Trousers,Dark Blue
21220,687704030,Trousers,Dark Blue
21221,687704031,Trousers,Light Grey
21222,687704039,Trousers,Black
21223,687704040,Trousers,Blue
21224,687707002,Sweater,Black
21225,687707003,Sweater,Grey
21226,687717001,Waterbottle,Light Pink
21227,687720001,Trousers,Black
21228,687720002,Trousers,Dark Blue
21229,687720003,Trousers,Light Grey
21230,687722001,Trousers,Red
21231,687725002,Top,White
21232,687725003,Top,Black
21233,687734001,Shirt,White
21234,687734004,Shirt,Blue
21235,687734005,Shirt,Green
21236,687753001,Vest top,Black
21237,687753002,Vest top,White
21238,687756002,Dress,Light Beige
21239,687763001,Bag,Yellow
21240,687764001,Bag,Black
21241,687764003,Bag,Dark Red
21242,687821001,Dress,Black
21243,687824001,Shorts,Light Pink
21244,687856001,Jacket,Blue
21245,687856003,Jacket,Light Blue
21246,687861001,Garment Set,Blue
21247,687914001,Sweater,White
